"kode_produk","nama_produk","harga","stok","kategori","last_updated"
"PRD01472","piyama anak","349000","282","PAKAIAN","11-10-2025"
"PRD01473","rok anak","26000","125","PAKAIAN","1726969920"
"PRD01474","rok anak","225000","91","pakian","1747981140"
"PRD01475","BAJU ANAK PEREMPUAN ","","202","pakian","2023/09/12"
"PRD01476","BaJu  Bayi ","","43","clothes","2025/08/11"
"PRD01477"," celana jeans pria    ","Rp 40,000","","PAKAIAN","1703672520"
"PRD01478","  dress pesta   ","Rp 381,000","","PAKAIAN","08-18-2024"
"PRD01479","piyama anak","Rp 163,000","39","PAKAIAN","09-12-2023"
"PRD01480","KEMEJA SEKOLAH","Rp407000,-","237","PAKAIAN","26/11/2023 17:18"
"PRD01481","baju anak  laki-laki  ",,"84","clothes","30/10/2024 12:53"
"PRD01482","KEMEJA SEKOLAH","Rp82000,-","","pakian","06-05-2024"
"PRD01483","jaket hoodie   ","55rb","231","pakian","2023-06-05 07:11:00"
"PRD01484","rok anak ","","50","pakian","2024/10/15"
"PRD01485","celana  jeans pria",,"287","pakaian","09-13-2025"
"PRD01486","sepatu  casual ","Rp 165,000","182","PAKAIAN","2023-12-31 08:38:00"
"PRD01487","   topi sekolah","Rp321000,-","223","clothes","1674278520"
"PRD01488","   KEMEJA SEKOLAH","66000","15","pakian","2023-01-07 23:57:00"
"PRD01489","sweater rajut   ","76000","10","PAKAIAN","09/10/2024 13:10"
"PRD01490","celana jeans pria","328000","292","pakian","26 Jan 2025"
"PRD01491","KEMEJA SEKOLAH ","79000","180","pakaian","29/09/2023 23:35"
"PRD01492","celana  jeans pria","55rb","59","PAKAIAN","19/11/2025 14:35"
"PRD01493","kaos olahraga","Rp463000,-","49","pakaian","08 Jun 2023"
"PRD01494","piyama anak","$22.44","","pakaian","1774608000"
"PRD01495","rok anak ","420000","118","pakian","2024-03-18 08:24:00"
"PRD01496","topi  sekolah","154000","64","pakian","02 Mar 2026"
"PRD01497","  BAJU  ANAK PEREMPUAN  ","$5.44","146","pakian","2025/07/08"
"PRD01498","  BAJU ANAK  PEREMPUAN","303rb","185","clothes","01 Jan 2023"
"PRD01499","sweater rajut","98000","23","clothes","1700533800"
"PRD01500","jaket  hoodie ","378000","28","pakaian","19 Jan 2025"
"PRD01501","BAJU ANAK PEREMPUAN","Rp145000,-","86","pakian","2023/11/08"
"PRD01502","sweater rajut","","263","clothes","1762523340"
"PRD01503","  kaos olahraga ","282rb","272","pakian","1766228100"
"PRD01504","jaket hoodie  ","186rb","117","pakian","07 Dec 2023"
"PRD01505","  piyama anak","Rp 59,000","91","clothes","25/08/2025 04:20"
"PRD01506","KEMEJA SEKOLAH",,"33","pakian","2024/05/01"
"PRD01507","BAJU ANAK PEREMPUAN","330000","219","pakian","1697960400"
"PRD01508"," celana jeans pria  ","214rb","72","pakaian","23/04/2025 15:27"
"PRD01509","topi sekolah","","115","PAKAIAN","1733482260"
"PRD01510","  blouse wanita  ",,"229","PAKAIAN","2023/12/02"
"PRD01511","jaket  hoodie","","262","PAKAIAN","1696391820"
"PRD01512","dress  pesta   ","Rp331000,-","140","clothes","19/06/2023 03:01"
"PRD01513","   sarung  tangan bayi   ","Rp450000,-","218","clothes","1690899780"
"PRD01514","rok anak","$11.31","287","pakian","01-25-2023"
"PRD01515","sarung tangan bayi","222000","256","PAKAIAN","2026/03/15"
"PRD01516"," sarung tangan bayi","Rp 325,000","38","pakaian","2026-01-06 15:08:00"
"PRD01517","   KEMEJA SEKOLAH   ","488000","162","pakaian","2023/12/24"
"PRD01518"," baju anak laki-laki","Rp404000,-","215","PAKAIAN","2026/02/09"
"PRD01519","   celana jeans pria ","$11.69","2","clothes","2025-08-27 20:30:00"
"PRD01520","kaos olahraga ","Rp 470,000","185","PAKAIAN","2025-12-30 03:16:00"
"PRD01521","blouse wanita ","463rb","196","PAKAIAN","1728761400"
"PRD01522","baju anak laki-laki","Rp293000,-","241","clothes","2025/11/08"
"PRD01523","  piyama anak","79000","202","clothes","2023-07-21 01:26:00"
"PRD01524","  sarung tangan bayi  ","157rb","152","pakian","2026-04-03 09:29:00"
"PRD01525","BAJU ANAK PEREMPUAN","343000","148","pakaian","26 Nov 2024"
"PRD01526","kaos  olahraga ","Rp 220,000","189","clothes","2025/09/27"
"PRD01527","dress pesta ","37000","","PAKAIAN","1682407500"
"PRD01528","piyama anak",,"277","clothes","02-22-2023"
"PRD01529","sweater rajut ","307000","215","clothes","07 Sep 2024"
"PRD01530"," BaJu Bayi ","Rp 309,000","","PAKAIAN","05-25-2024"
"PRD01531"," rok anak ","285rb","58","pakaian","2023/10/30"
"PRD01532","piyama anak","","148","pakaian","1717162320"
"PRD01533","kaos olahraga","128000","118","PAKAIAN","30 May 2025"
"PRD01534","celana jeans pria","$26.94","118","PAKAIAN","26 Apr 2023"
"PRD01535","baju anak laki-laki","271000","258","clothes","2023-03-06 16:23:00"
"PRD01536"," sepatu casual  ","25rb","103","pakaian","03-16-2025"
"PRD01537","dress pesta ","302000","185","pakaian","04 May 2026"
"PRD01538","dress pesta","Rp188000,-","221","PAKAIAN","1680048960"
"PRD01539","  KEMEJA SEKOLAH  ","228000","206","pakaian","09 Jun 2023"
"PRD01540","baju  anak  laki-laki    ","Rp 68,000","5","pakaian","04/09/2023 16:58"
"PRD01541","baju anak laki-laki ","","61","PAKAIAN","11/01/2024 06:50"
"PRD01542","baju anak laki-laki   ","Rp348000,-","115","PAKAIAN","07-05-2024"
"PRD01543","piyama anak",,"81","pakaian","2026/04/21"
"PRD01544","  dress pesta","Rp96000,-","76","clothes","07 May 2023"
"PRD01545","kaos olahraga    ",,"145","pakian","05-19-2025"
"PRD01546"," kaos olahraga","259000","206","pakian","03 Jun 2025"
"PRD01547","topi sekolah","","137","PAKAIAN","22 Jun 2023"
"PRD01548","   sweater rajut ","","82","pakian","2025-11-13 20:40:00"
"PRD01549"," dress pesta","","5","pakaian","28 Sep 2023"
"PRD01550","BAJU ANAK PEREMPUAN","354000","236","clothes","07 May 2025"
"PRD01551","BAJU ANAK PEREMPUAN","","99","pakian","2023/01/22"
"PRD01552"," sweater rajut ","400000","273","pakaian","2026-02-14 22:30:00"
"PRD01553","   KEMEJA SEKOLAH   ","Rp 103,000","176","PAKAIAN","2023/09/05"
"PRD01554","  topi sekolah","Rp 73,000","282","clothes","1677256620"
"PRD01555"," baju anak laki-laki   ","$19.88","272","PAKAIAN","2025/06/09"
"PRD01556"," BAJU  ANAK  PEREMPUAN  ","","161","pakaian","2023/07/17"
"PRD01557"," rok anak   ",,"291","pakian","18/03/2023 10:14"
"PRD01558","celana jeans pria","151000","263","clothes","07/02/2026 03:14"
"PRD01559","   kaos  olahraga",,"58","pakian","2024-04-29 17:24:00"
"PRD01560","   sepatu casual  ","348000","253","PAKAIAN","01-24-2026"
"PRD01561","celana jeans pria ","117000","0","clothes","04-20-2025"
"PRD01562","   topi sekolah ","343000","293","clothes","08-13-2024"
"PRD01563","BaJu Bayi    ","473rb","173","clothes","2024-12-07 05:31:00"
"PRD01564","baju anak  laki-laki ","$24.94","173","clothes","02 Jun 2023"
"PRD01565","dress  pesta   ","","64","PAKAIAN","2024/02/13"
"PRD01566","piyama anak","208rb","44","pakian","18/03/2024 09:43"
"PRD01567","   baju anak laki-laki","Rp 202,000","291","PAKAIAN","24 May 2023"
"PRD01568","sepatu casual",,"12","clothes","23 Feb 2023"
"PRD01569","kaos olahraga ","Rp 100,000","58","clothes","2024-08-25 08:55:00"
"PRD01570","sweater rajut ",,"150","clothes","06 Jul 2024"
"PRD01571","sarung tangan bayi","","284","PAKAIAN","04-21-2026"
"PRD01572","KEMEJA SEKOLAH   ","","161","PAKAIAN","1737904560"
"PRD01573","jaket hoodie","","","PAKAIAN","25 May 2023"
"PRD01574","  dress pesta  ","","37","pakaian","11-16-2025"
"PRD01575","celana jeans pria","Rp433000,-","228","pakaian","1735086840"
"PRD01576","sarung tangan bayi",,"261","pakian","07-18-2023"
"PRD01577"," sepatu casual",,"101","PAKAIAN","2024/03/01"
"PRD01578","  BaJu Bayi","415000","60","pakian","24/09/2024 04:10"
"PRD01579"," rok anak","98rb","40","PAKAIAN","13/07/2024 23:50"
"PRD01580","   celana  jeans pria ","Rp 185,000","174","pakaian","19 May 2023"
"PRD01581","  piyama anak   ","Rp 433,000","","clothes","2024-10-13 00:55:00"
"PRD01582","topi sekolah","131000","78","clothes","29 Apr 2023"
"PRD01583","sweater  rajut","157rb","63","pakaian","2024/01/01"
"PRD01584"," celana jeans pria ","143000","152","pakaian","19 Apr 2025"
"PRD01585","rok  anak ","444000","216","clothes","2024-09-14 05:08:00"
"PRD01586","  kaos olahraga","Rp 485,000","266","pakaian","15/04/2024 09:37"
"PRD01587","BAJU ANAK PEREMPUAN","95000","118","pakaian","1733192640"
"PRD01588","  sarung tangan bayi   ","Rp299000,-","289","clothes","2023-10-06 13:59:00"
"PRD01589","jaket hoodie ","311rb","197","PAKAIAN","2023/04/28"
"PRD01590","topi  sekolah  ","Rp 162,000","81","PAKAIAN","2025-08-20 15:31:00"
"PRD01591","rok anak","Rp 124,000","248","pakian","25 Dec 2023"
"PRD01592"," sepatu casual","Rp435000,-","74","pakian","2025/11/15"
"PRD01593","jaket hoodie","284000","171","PAKAIAN","2023/10/29"
"PRD01594","kaos olahraga  ","$6.38","192","clothes","2023/09/30"
"PRD01595"," piyama anak ",,"50","pakaian","1695380100"
"PRD01596","BaJu Bayi","Rp155000,-","43","PAKAIAN","2023-06-05 17:03:00"
"PRD01597","   celana jeans pria  ","","245","clothes","30/01/2023 14:02"
"PRD01598"," BaJu Bayi  ","296000","215","pakaian","2024/09/04"
"PRD01599","sweater rajut  ","","223","pakaian","05-07-2023"
"PRD01600","jaket  hoodie  ","$20.69","68","PAKAIAN","2025-08-10 05:00:00"
"PRD01601","rok anak","109000","231","PAKAIAN","04-17-2026"
"PRD01602","jaket hoodie","72000","126","pakian","2023/04/26"
"PRD01603","baju  anak laki-laki  ","329000","23","PAKAIAN","08-14-2023"
"PRD01604","kaos olahraga",,"","PAKAIAN","09-17-2023"
"PRD01605","BAJU ANAK PEREMPUAN",,"213","PAKAIAN","12/06/2025 03:41"
"PRD01606","rok anak","Rp 433,000","116","PAKAIAN","2025-09-29 04:32:00"
"PRD01607","kaos olahraga  ",,"","PAKAIAN","17/04/2025 20:48"
"PRD01608","blouse wanita","$11.88","133","pakian","1716282900"
"PRD01609","sweater rajut","480000","203","pakian","1708797000"
"PRD01610","sepatu casual ","Rp 338,000","276","pakaian","2024/10/15"
"PRD01611","topi sekolah","27000","119","pakian","2025-12-13 05:18:00"
"PRD01612","   topi sekolah  ","$8.69","125","clothes","2023-03-21 02:41:00"
"PRD01613","piyama anak ","45000","211","pakian","03-30-2024"
"PRD01614","rok anak","159rb","97","PAKAIAN","01-17-2023"
"PRD01615","piyama  anak","","","pakian","22/02/2025 04:43"
"PRD01616","BAJU ANAK PEREMPUAN","206000","202","pakian","2026-02-01 19:06:00"
"PRD01617","baju anak laki-laki  ",,"90","PAKAIAN","22 May 2023"
"PRD01618"," rok anak","","298","PAKAIAN","2023/08/24"
"PRD01619","celana jeans pria","Rp 335,000","204","pakaian","2026-04-12 13:58:00"
"PRD01620","   dress pesta  ","$3.44","160","clothes","02-17-2025"
"PRD01621","sarung tangan bayi",,"264","clothes","26/01/2023 10:01"
"PRD01622","KEMEJA SEKOLAH ",,"71","clothes","06 Jul 2025"
"PRD01623","blouse wanita","Rp 37,000","6","pakian","2024/02/19"
"PRD01624","blouse wanita","124000","168","PAKAIAN","14/02/2024 16:20"
"PRD01625","topi sekolah",,"134","pakian","07/04/2025 05:13"
"PRD01626","blouse wanita ","","155","pakian","2025-08-15 01:26:00"
"PRD01627","piyama  anak","Rp 400,000","123","clothes","06 Aug 2024"
"PRD01628","baju anak laki-laki","376000","17","PAKAIAN","26/02/2024 04:26"
"PRD01629","sepatu casual",,"17","pakian","1766646840"
"PRD01630","topi sekolah","Rp 89,000","157","pakaian","2023/12/01"
"PRD01631","baju anak laki-laki   ","Rp 88,000","172","clothes","2024-02-08 21:28:00"
"PRD01632","sepatu  casual","$21.13","70","pakian","07-31-2023"
"PRD01633","  sarung tangan bayi","171000","204","clothes","22/05/2024 02:04"
"PRD01634","baju anak laki-laki",,"153","pakian","2025/01/19"
"PRD01635","   jaket hoodie   ","","178","pakaian","2026/04/13"
"PRD01636"," celana jeans pria","355000","64","clothes","2023/07/21"
"PRD01637","  baju anak laki-laki","$2.44","","clothes","26 Apr 2023"
"PRD01638","kaos olahraga  ","$3.00","194","pakian","2025-11-19 09:43:00"
"PRD01639","   BAJU ANAK  PEREMPUAN   ","280rb","274","pakaian","2023/08/07"
"PRD01640","  piyama anak","216000","226","clothes","2023/10/01"
"PRD01641","KEMEJA SEKOLAH ","$6.25","55","PAKAIAN","2023/05/03"
"PRD01642","piyama anak","333000","286","pakian","10-15-2025"
"PRD01643","celana jeans pria","$10.88","265","pakian","19/10/2023 15:58"
"PRD01644","jaket hoodie ","Rp333000,-","100","PAKAIAN","11/04/2025 04:30"
"PRD01645","   topi sekolah  ","","177","pakian","2025/01/28"
"PRD01646","sweater  rajut","371rb","295","PAKAIAN","14/09/2024 02:23"
"PRD01647","BAJU  ANAK PEREMPUAN","27000","124","clothes","2023/03/01"
"PRD01648","   celana jeans pria  ","Rp337000,-","63","pakaian","13/11/2023 09:28"
"PRD01649","rok  anak","","234","clothes","2023/09/11"
"PRD01650","   piyama anak","340000","188","pakian","23/02/2023 03:10"
"PRD01651"," sweater rajut   ","479000","78","pakian","2025-04-06 18:08:00"
"PRD01652","KEMEJA SEKOLAH  ","$11.00","","PAKAIAN","1721822160"
"PRD01653","dress pesta   ","Rp 96,000","175","PAKAIAN","07/02/2023 08:40"
"PRD01654","kaos olahraga","435000","233","pakaian","20/03/2023 21:48"
"PRD01655","  sepatu casual","","159","clothes","06 Nov 2024"
"PRD01656","baju anak laki-laki","271rb","94","clothes","2023-02-10 19:41:00"
"PRD01657","blouse wanita","Rp 257,000","191","PAKAIAN","12-27-2024"
"PRD01658","jaket hoodie   ","Rp318000,-","186","clothes","2024/12/14"
"PRD01659","blouse wanita ","295rb","30","clothes","09/12/2023 10:03"
"PRD01660","  sweater rajut  ",,"116","PAKAIAN","2025-06-05 20:58:00"
"PRD01661","KEMEJA  SEKOLAH ",,"230","clothes","03-17-2025"
"PRD01662","KEMEJA SEKOLAH ","256000","83","pakian","12-28-2023"
"PRD01663","rok anak  ","Rp283000,-","197","PAKAIAN","08/02/2025 19:09"
"PRD01664","   sarung tangan bayi","Rp 168,000","111","pakian","11-06-2025"
"PRD01665"," kaos olahraga  ",,"280","clothes","05-14-2023"
"PRD01666","blouse wanita","$20.06","254","pakian","07-14-2025"
"PRD01667"," sweater rajut","484000","139","pakian","07/03/2024 15:01"
"PRD01668","sweater rajut","","","PAKAIAN","2026-02-21 20:30:00"
"PRD01669"," blouse wanita ","$9.69","248","clothes","2024-12-19 05:19:00"
"PRD01670","  sweater rajut",,"132","PAKAIAN","1736269680"
"PRD01671"," rok anak","228000","160","pakian","03-20-2024"
"PRD01672"," BAJU  ANAK PEREMPUAN ","446000","14","PAKAIAN","2023/10/13"
"PRD01673"," KEMEJA SEKOLAH","$30.94","225","clothes","06 Jan 2026"
"PRD01674"," sarung tangan bayi","411000","152","pakaian","2025-03-05 21:09:00"
"PRD01675","KEMEJA SEKOLAH","$10.44","170","pakian","2025/01/23"
"PRD01676","BaJu Bayi  ","492000","7","PAKAIAN","2024-08-06 16:23:00"
"PRD01677","dress pesta","387000","187","clothes","2023-11-25 19:49:00"
"PRD01678","   sweater rajut","$3.19","61","pakaian","30 Jun 2025"
"PRD01679","  blouse wanita   ","49000","269","clothes","02-22-2024"
"PRD01680","jaket hoodie ","259000","274","PAKAIAN","1761789420"
"PRD01681","topi sekolah",,"255","pakaian","21/03/2026 16:10"
"PRD01682","  blouse wanita","322000","58","clothes","2023-12-12 16:37:00"
"PRD01683","  sepatu casual","497rb","222","pakaian","2023-11-24 18:23:00"
"PRD01684","celana  jeans pria ","202000","297","pakian","2024/08/27"
"PRD01685","BaJu Bayi ","81000","","clothes","2023-11-20 17:51:00"
"PRD01686","  BaJu  Bayi","Rp255000,-","102","clothes","12/09/2025 00:34"
"PRD01687","topi sekolah","","284","clothes","15/01/2023 22:54"
"PRD01688","sepatu casual","","69","PAKAIAN","2024-02-26 11:31:00"
"PRD01689","jaket hoodie  ","244rb","193","pakian","04-03-2026"
"PRD01690","   BAJU ANAK PEREMPUAN","134000","191","PAKAIAN","02-26-2026"
"PRD01691","BaJu Bayi  ","Rp 288,000","145","PAKAIAN","12-03-2024"
"PRD01692","BaJu Bayi","Rp 108,000","56","clothes","12 May 2024"
"PRD01693","BaJu  Bayi ",,"120","PAKAIAN","2024-11-11 22:16:00"
"PRD01694","kaos olahraga","Rp 462,000","186","pakaian","01-10-2024"
"PRD01695","blouse wanita ","34rb","170","pakaian","1686813960"
"PRD01696","sweater rajut","361000","169","pakaian","07-28-2023"
"PRD01697","rok anak  ","","169","PAKAIAN","29/08/2025 06:13"
"PRD01698"," piyama  anak  ","438000","86","clothes","2024-06-24 11:24:00"
"PRD01699","blouse wanita","37rb","260","pakaian","04/09/2025 19:22"
"PRD01700"," blouse wanita ","$16.38","240","pakaian","10-25-2023"
"PRD01701"," KEMEJA SEKOLAH","Rp 53,000","94","pakaian","03/08/2023 19:48"
"PRD01702","  BAJU  ANAK PEREMPUAN    ",,"97","pakaian","15 Aug 2023"
"PRD01703","blouse wanita","329000","231","PAKAIAN","1751182320"
"PRD01704"," baju anak  laki-laki","121rb","17","pakaian","15 Feb 2024"
"PRD01705","topi  sekolah","354000","60","pakian","2023-07-12 21:35:00"
"PRD01706","piyama anak","236000","117","clothes","16 Sep 2025"
"PRD01707","rok  anak    ",,"210","pakian","06/09/2023 08:25"
"PRD01708","sarung tangan bayi","$13.94","14","pakaian","1763068560"
"PRD01709","kaos olahraga   ","Rp27000,-","239","clothes","2023-03-13 15:47:00"
"PRD01710","KEMEJA SEKOLAH","173000","77","pakaian","2026-02-27 08:02:00"
"PRD01711","BAJU ANAK PEREMPUAN",,"200","pakaian","09/05/2023 14:16"
"PRD01712","   BaJu Bayi","214000","","pakaian","15/07/2025 11:30"
"PRD01713","sarung tangan bayi","Rp354000,-","198","clothes","1745979660"
"PRD01714","baju anak laki-laki",,"144","PAKAIAN","17 Jul 2024"
"PRD01715","piyama anak","Rp 222,000","145","pakian","09-14-2024"
"PRD01716","   sweater rajut",,"47","pakian","02-20-2023"
"PRD01717","KEMEJA SEKOLAH ","","261","pakian","2025/12/17"
"PRD01718","baju  anak laki-laki  ","433000","54","pakian","03-22-2025"
"PRD01719","  baju anak laki-laki","443000","9","pakaian","26/06/2024 02:38"
"PRD01720","baju anak laki-laki ","355000","289","PAKAIAN","1754288940"
"PRD01721","sepatu casual","Rp128000,-","82","pakaian","2023/05/27"
"PRD01722","  BAJU  ANAK PEREMPUAN","418000","","pakaian","2024/04/01"
"PRD01723","topi sekolah ","Rp 300,000","85","pakian","02 Feb 2025"
"PRD01724","sepatu casual   ","224000","226","pakaian","1758115680"
"PRD01725","baju anak laki-laki   ","36000","298","clothes","08 Mar 2024"
"PRD01726","BAJU ANAK PEREMPUAN ","Rp 295,000","229","clothes","1721940540"
"PRD01727","BaJu Bayi ","366000","168","clothes","06-24-2023"
"PRD01728"," dress  pesta ","$10.50","68","pakian","1702344240"
"PRD01729","sepatu casual","Rp 142,000","77","pakian","2023-11-03 05:13:00"
"PRD01730","kaos olahraga   ","332rb","251","clothes","2024/03/15"
"PRD01731","jaket hoodie","299rb","163","pakaian","2024-04-23 13:06:00"
"PRD01732"," celana  jeans pria ",,"25","clothes","05-30-2024"
"PRD01733","blouse wanita ","Rp217000,-","247","clothes","2024/06/14"
"PRD01734","topi  sekolah  ","Rp47000,-","221","pakian","23/06/2024 04:15"
"PRD01735","KEMEJA SEKOLAH","$4.25","160","pakaian","03-27-2024"
"PRD01736","topi sekolah","331000","200","PAKAIAN","07/03/2023 07:38"
"PRD01737","jaket hoodie","","173","clothes","1759639980"
"PRD01738","jaket hoodie","216000","72","pakaian","11-24-2024"
"PRD01739","BaJu Bayi","287rb","231","PAKAIAN","30 Apr 2024"
"PRD01740","  KEMEJA SEKOLAH  ","$7.25","246","pakian","2024-07-20 05:46:00"
"PRD01741","kaos olahraga","221000","130","pakian","1771828500"
"PRD01742"," jaket hoodie ","Rp 94,000","71","pakaian","03 Feb 2023"
"PRD01743","sweater rajut  ","195rb","274","PAKAIAN","05-14-2023"
"PRD01744","sarung tangan bayi","158000","55","clothes","16 Mar 2025"
"PRD01745"," sepatu casual","149rb","77","pakian","1675076100"
"PRD01746","sepatu casual","Rp196000,-","279","pakian","02-06-2023"
"PRD01747","   jaket hoodie","$7.00","138","clothes","05-09-2025"
"PRD01748","   piyama anak","$31.00","170","clothes","1692461160"
"PRD01749","sepatu casual ","416000","88","clothes","26/06/2025 00:27"
"PRD01750","topi sekolah","","227","clothes","12/06/2025 00:17"
"PRD01751"," dress pesta","","219","clothes","10 Jul 2025"
"PRD01752","sepatu casual   ","Rp383000,-","266","clothes","2024/05/17"
"PRD01753","sepatu casual","485000","236","pakian","12-26-2025"
"PRD01754","   blouse wanita ","","117","pakaian","12/02/2026 20:20"
"PRD01755"," piyama anak ","","219","pakaian","04-29-2026"
"PRD01756","celana jeans pria","237000","","pakian","2025/08/03"
"PRD01757","sarung tangan bayi","479000","43","pakian","19 Feb 2025"
"PRD01758","  sweater rajut   ","$8.06","101","pakian","2025/02/08"
"PRD01759","  blouse wanita  ","380000","179","clothes","2026/03/01"
"PRD01760","BaJu Bayi","476000","165","pakaian","1703833380"
"PRD01761","dress pesta  ","","132","pakaian","2023/10/20"
"PRD01762","BaJu Bayi",,"42","pakian","2023-01-11 18:51:00"
"PRD01763","KEMEJA SEKOLAH","136rb","251","pakaian","06-25-2023"
"PRD01764","baju anak laki-laki  ","","247","pakaian","04-09-2025"
"PRD01765","piyama anak","Rp 456,000","136","pakian","1687748280"
"PRD01766","BAJU ANAK PEREMPUAN ","Rp 53,000","104","pakaian","01 Oct 2025"
"PRD01767","  sarung  tangan  bayi ","","71","pakian","07-07-2025"
"PRD01768"," sarung tangan bayi","Rp29000,-","59","pakaian","01-26-2025"
"PRD01769","topi sekolah","47000","148","pakaian","25/04/2024 23:35"
"PRD01770","sepatu casual",,"11","clothes","06/04/2025 08:48"
"PRD01771","   topi  sekolah  ","Rp 303,000","103","pakaian","11 Dec 2024"
"PRD01772","piyama  anak ","390000","25","pakian","2025-12-03 08:13:00"
"PRD01773","topi sekolah ","$10.44","13","pakian","2024/09/03"
"PRD01774","BaJu Bayi","27000","52","pakian","22 Jun 2024"
"PRD01775","celana jeans pria ","Rp 140,000","241","PAKAIAN","2026-01-23 16:03:00"
"PRD01776","  dress pesta","339rb","20","pakian","2023-07-11 13:15:00"
"PRD01777","jaket hoodie ","Rp 471,000","292","pakian","06-08-2024"
"PRD01778","BAJU ANAK PEREMPUAN   ","Rp247000,-","3","clothes","05 Jul 2023"
"PRD01779","sarung tangan bayi ","Rp312000,-","169","pakian","04-10-2024"
"PRD01780"," BaJu Bayi   ","167rb","23","pakaian","01 Apr 2026"
"PRD01781","  rok anak","100rb","69","clothes","09-27-2025"
"PRD01782","dress  pesta","","63","PAKAIAN","07-04-2024"
"PRD01783","  sweater rajut",,"245","pakian","28 Aug 2023"
"PRD01784","   sarung tangan bayi  ","","247","pakian","1734913140"
"PRD01785","  baju anak laki-laki ","481rb","267","PAKAIAN","04/10/2025 16:22"
"PRD01786","sarung tangan bayi   ","361000","294","pakaian","03-29-2026"
"PRD01787","kaos olahraga","149000","189","PAKAIAN","1730553300"
"PRD01788","kaos olahraga","Rp 346,000","28","pakaian","08/09/2025 18:37"
"PRD01789","piyama  anak","300000","85","pakaian","2025/06/26"
"PRD01790","  sweater rajut","$11.19","201","pakian","2024/07/06"
"PRD01791","sweater rajut","Rp 284,000","","pakian","2025/12/31"
"PRD01792","rok anak ",,"158","pakaian","1722823620"
"PRD01793","  piyama anak   ","424000","","pakian","2025-11-14 14:51:00"
"PRD01794","  topi sekolah ","","127","clothes","14/01/2025 23:59"
"PRD01795","topi  sekolah","473000","123","PAKAIAN","1678977840"
"PRD01796","baju anak laki-laki   ","$23.06","10","clothes","19 Feb 2024"
"PRD01797","  kaos olahraga","Rp 257,000","294","clothes","2026-01-16 08:52:00"
"PRD01798","celana  jeans pria   ","Rp490000,-","79","pakaian","2023-08-04 04:01:00"
"PRD01799"," dress pesta   ",,"257","pakaian","05-15-2024"
"PRD01800","baju anak laki-laki","369000","194","clothes","2023/04/10"
"PRD01801","celana jeans pria","490000","","PAKAIAN","04 Jul 2025"
"PRD01802","  sweater rajut","","295","pakaian","20/11/2023 02:17"
"PRD01803","kaos olahraga  ","486rb","154","PAKAIAN","03/05/2024 09:34"
"PRD01804","sarung  tangan bayi    ","178rb","236","clothes","11-11-2025"
"PRD01805","piyama anak  ",,"2","clothes","07/09/2025 18:41"
"PRD01806","piyama anak ","Rp 350,000","197","clothes","2025-12-09 17:09:00"
"PRD01807","jaket hoodie  ","Rp375000,-","10","PAKAIAN","24/05/2023 14:38"
"PRD01808","  kaos olahraga","Rp329000,-","39","pakian","1723199160"
"PRD01809","BaJu Bayi","","274","PAKAIAN","2024/12/24"
"PRD01810","  sweater rajut ","$22.00","157","PAKAIAN","30/07/2024 20:28"
"PRD01811","sweater rajut ",,"225","PAKAIAN","06-04-2025"
"PRD01812","sarung tangan bayi  ","50rb","125","clothes","22 Aug 2025"
"PRD01813","   blouse  wanita ",,"286","clothes","18 Nov 2025"
"PRD01814","   dress pesta","","192","PAKAIAN","27/11/2023 14:26"
"PRD01815","   baju anak laki-laki",,"33","pakaian","15/09/2025 23:27"
"PRD01816","jaket hoodie","$5.81","11","pakaian","07-20-2023"
"PRD01817","KEMEJA  SEKOLAH",,"287","clothes","2023/12/10"
"PRD01818","topi sekolah  ","","88","pakaian","10 Feb 2026"
"PRD01819"," dress pesta","","49","pakian","03/10/2025 11:24"
"PRD01820","blouse wanita","Rp204000,-","131","PAKAIAN","30/05/2024 05:30"
"PRD00001","BAJU  ANAK PEREMPUAN  ","Rp30000,-","5","PAKAIAN","1684594200"
"PRD00002","piyama anak","61000","295","pakaian","1674272340"
"PRD00003"," rok anak","217000","135","pakaian","01 Sep 2024"
"PRD00004","BAJU ANAK PEREMPUAN","$9.75","67","pakaian","2024-08-20 03:52:00"
"PRD00005","kaos olahraga","Rp152000,-","170","pakaian","1712317440"
"PRD00006","  sepatu casual   ","Rp45000,-","257","pakian","1696824480"
"PRD00007","  dress pesta  ","44rb","210","pakian","2024-11-27 15:23:00"
"PRD00008"," blouse wanita ","296rb","206","pakian","11-19-2023"
"PRD00009","topi sekolah",,"94","pakaian","2024-07-30 20:09:00"
"PRD00010","baju anak laki-laki","205000","64","pakian","13/06/2023 23:32"
"PRD00011","BAJU ANAK  PEREMPUAN ","Rp 144,000","","PAKAIAN","01-01-2023"
"PRD00012"," topi sekolah",,"62","clothes","2025-11-25 15:16:00"
"PRD00013","kaos olahraga","468000","293","pakaian","2023/05/03"
"PRD00014"," sweater rajut  ","384rb","103","PAKAIAN","07-27-2024"
"PRD00015"," baju anak laki-laki","447rb","52","pakaian","2023/12/02"
"PRD00016","  kaos olahraga  ","423000","54","clothes","1723596180"
"PRD00017","sepatu casual  ","410000","165","pakian","17/11/2024 04:11"
"PRD00018","dress pesta  ","Rp346000,-","260","PAKAIAN","1747392480"
"PRD00019","sepatu casual   ",,"93","pakian","08/08/2024 04:25"
"PRD00020","piyama anak","340000","35","pakaian","01-10-2023"
